date_time,period,destination_place,frequency,province,revenue,age_bin,sex,no_of_trips,trip_kms
2023-09-01,23,house,frequent,Alicante/Alacant,<10,25-45,woman,4.264,4.171
2023-09-03,14,not_frequent,work/study,Barcelona,<10,25-45,man,3.472,4.644
2023-09-07,21,frequent,frequent,Salamanca,10-15,65-100,woman,4.935,17.339
2023-09-03,14,not_frequent,not_frequent,Tarragona,10-15,45-65,man,2.179,98.773
2023-09-07,8,frequent,work/study,Sevilla,10-15,25-45,man,3.294,7.735
2023-09-02,5,house,work/study,Toledo,<10,,,2.909,152.375
2023-09-03,12,not_frequent,house,Badajoz,<10,,,3.536,971.204
2023-09-03,20,house,not_frequent,Jaén,<10,,,3.533,85.606
2023-09-02,7,house,work/study,Jaén,<10,,,9.643,164.126
2023-09-06,11,frequent,frequent,Cádiz,<10,,,3.046,20.852
2023-09-01,8,frequent,house,Valencia/València,10-15,0-25,man,19.23,46.942
2023-09-02,19,not_frequent,house,Alicante/Alacant,<10,25-45,,5.803,91.823
2023-09-05,5,frequent,frequent,Barcelona,10-15,25-45,,3.468,2.107
2023-09-06,22,not_frequent,frequent,Valencia/València,10-15,45-65,man,2.893,6.259
2023-09-05,19,frequent,frequent,Granada,10-15,65-100,man,2.966,7.705
2023-09-06,9,not_frequent,house,Valencia/València,10-15,0-25,woman,15.346,15.846
2023-09-05,13,house,not_frequent,Santa Cruz de Tenerife,<10,25-45,,5.986,29.086
2023-09-06,7,house,work/study,Asturias,10-15,,,6.116,172.524
2023-09-06,4,not_frequent,frequent,Barcelona,>15,65-100,man,2.692,10.648
2023-09-04,22,not_frequent,not_frequent,Barcelona,10-15,45-65,,2.308,17.877
2023-09-03,7,frequent,house,Girona,>15,,,3.352,18.986
2023-09-06,15,work/study,frequent,Pontevedra,10-15,0-25,man,6.197,17.624
2023-09-04,13,work/study,frequent,Pontevedra,10-15,,,3.443,10.534
2023-09-01,17,house,frequent,Alicante/Alacant,10-15,,,5.704,53.601
2023-09-05,9,not_frequent,house,A Coruña,10-15,45-65,woman,5.551,25.849
2023-09-03,17,house,not_frequent,Barcelona,>15,45-65,woman,3.176,15.761
2023-09-05,10,frequent,not_frequent,Pontevedra,10-15,,,3.473,6.884
2023-09-03,13,not_frequent,house,Barcelona,<10,25-45,man,3.698,5.532
2023-09-01,13,work/study,house,Ciudad Real,<10,,,9.171,126.871
2023-09-02,17,not_frequent,not_frequent,Barcelona,>15,0-25,man,5.982,46.525
2023-09-01,9,frequent,not_frequent,Valencia/València,10-15,0-25,woman,8.095,11.495
2023-09-06,10,frequent,not_frequent,Pontevedra,10-15,,,2.78,98.046
2023-09-04,16,frequent,work/study,Valencia/València,10-15,45-65,woman,3.378,4.647
2023-09-06,11,frequent,not_frequent,Madrid,>15,25-45,woman,9.53,53.086
2023-09-02,20,frequent,not_frequent,Salamanca,10-15,,,3.59,133.942
2023-09-03,0,not_frequent,not_frequent,Segovia,10-15,,,2.333,1.804
2023-09-04,9,house,frequent,Cádiz,<10,25-45,woman,21.732,25.393
2023-09-06,20,frequent,house,Barcelona,10-15,65-100,,7.364,12.223
2023-09-01,21,frequent,house,Alicante/Alacant,<10,,,3.328,48.205
2023-09-01,16,frequent,house,Illes Balears,10-15,45-65,,3.273,154.751
2023-09-02,13,work/study,house,Alicante/Alacant,10-15,25-45,man,5.145,7.381
2023-09-04,20,work/study,not_frequent,Málaga,<10,25-45,man,3.018,64.762
2023-09-05,13,house,not_frequent,Santa Cruz de Tenerife,10-15,0-25,man,8.428,56.663
2023-09-05,11,frequent,house,Murcia,<10,65-100,,5.57,78.596
2023-09-07,15,house,not_frequent,Badajoz,<10,,,2.667,93.275
2023-09-06,13,not_frequent,frequent,La Rioja,10-15,,,5.992,20.01
2023-09-05,20,house,not_frequent,Barcelona,10-15,,,6.152,13.451
2023-09-06,15,house,frequent,Barcelona,10-15,45-65,,5.239,8.585
2023-09-04,13,house,not_frequent,Las Palmas,10-15,45-65,woman,12.483,78.655
2023-09-01,10,house,work/study,Cantabria,10-15,,,23.475,24.532
2023-09-01,12,not_frequent,work/study,Cantabria,10-15,45-65,man,3.952,27.512
2023-09-07,23,frequent,house,A Coruña,10-15,0-25,woman,5.856,68.645
2023-09-06,15,work/study,frequent,Gipuzkoa,10-15,,,4.966,11.912
2023-09-07,10,not_frequent,house,Madrid,>15,25-45,woman,5.741,23.109
2023-09-03,14,not_frequent,not_frequent,Alicante/Alacant,10-15,45-65,,3.259,98.261
2023-09-02,11,frequent,house,Santa Cruz de Tenerife,<10,0-25,woman,18.846,21.781
2023-09-01,12,not_frequent,not_frequent,Madrid,10-15,45-65,man,7.068,137.505
2023-09-04,0,frequent,house,Asturias,>15,65-100,woman,3.384,6.397
2023-09-06,12,house,work/study,Bizkaia,10-15,45-65,woman,4.014,25.465
2023-09-07,18,house,work/study,Zamora,10-15,25-45,,2.705,7.413
2023-09-04,4,not_frequent,not_frequent,Madrid,10-15,25-45,woman,4.0,58.95
2023-09-06,0,not_frequent,work/study,Bizkaia,>15,45-65,man,4.125,99.902
2023-09-03,20,not_frequent,house,Valencia/València,10-15,,,2.717,44.454
2023-09-07,17,work/study,house,Cáceres,10-15,45-65,woman,24.778,42.395
2023-09-07,9,house,frequent,Santa Cruz de Tenerife,10-15,45-65,,18.997,48.617
2023-09-02,7,house,not_frequent,A Coruña,10-15,25-45,,3.73,18.097
2023-09-06,18,frequent,frequent,Cantabria,10-15,25-45,woman,14.131,65.934
2023-09-04,18,house,frequent,Almería,<10,,,2.562,10.207
2023-09-06,10,work/study,house,Santa Cruz de Tenerife,10-15,45-65,man,16.32,48.459
2023-09-07,21,not_frequent,house,Bizkaia,10-15,45-65,woman,3.986,20.295
2023-09-04,19,house,work/study,Barcelona,10-15,25-45,,6.422,6.628
2023-09-04,2,frequent,house,Barcelona,10-15,45-65,,1.982,19.931
2023-09-05,0,not_frequent,house,Barcelona,>15,25-45,man,135.795,147.44
2023-09-06,17,work/study,not_frequent,Barcelona,>15,25-45,man,2.632,27.937
2023-09-04,15,work/study,frequent,Málaga,10-15,0-25,man,6.011,18.368
2023-09-06,19,not_frequent,not_frequent,Granada,<10,0-25,,6.794,545.283
2023-09-04,0,frequent,not_frequent,Santa Cruz de Tenerife,10-15,25-45,man,4.708,5.635
2023-09-04,15,frequent,house,Cádiz,<10,,,9.462,319.979
2023-09-05,17,frequent,work/study,Huelva,>15,0-25,man,10.159,21.845
2023-09-06,6,house,not_frequent,Toledo,<10,,,1.261,9.581
2023-09-01,9,house,not_frequent,Sevilla,10-15,25-45,,5.173,46.209
2023-09-06,13,house,frequent,Valencia/València,10-15,25-45,,3.458,43.524
2023-09-03,13,not_frequent,house,Barcelona,10-15,,,3.973,113.061
2023-09-02,13,work/study,frequent,Barcelona,>15,45-65,man,2.515,9.499
2023-09-04,12,frequent,frequent,Murcia,<10,0-25,,7.235,31.51
2023-09-05,14,house,frequent,Illes Balears,10-15,25-45,woman,7.884,82.946
2023-09-07,4,frequent,house,León,10-15,,,5.333,65.413
2023-09-05,21,work/study,house,Ourense,10-15,45-65,woman,11.567,91.529
2023-09-07,19,house,frequent,Madrid,10-15,0-25,man,33.96,49.616
2023-09-01,21,frequent,not_frequent,Cádiz,10-15,65-100,,2.077,30.937
2023-09-06,19,house,frequent,Bizkaia,10-15,25-45,man,7.258,9.487
2023-09-02,21,not_frequent,not_frequent,Valladolid,>15,25-45,man,2.95,3.755
2023-09-01,8,frequent,house,Barcelona,>15,45-65,man,3.428,52.297
2023-09-04,1,work/study,house,Valencia/València,10-15,,,13.739,16.09
2023-09-07,21,frequent,house,Soria,10-15,0-25,man,10.035,56.427
2023-09-05,9,work/study,not_frequent,Valencia/València,10-15,45-65,,2.944,77.232
2023-09-07,14,not_frequent,frequent,Barcelona,10-15,,,3.317,22.588
2023-09-03,15,not_frequent,house,Ávila,<10,,,4.208,239.233
2023-09-06,20,frequent,house,Pontevedra,10-15,0-25,,19.584,89.953
2023-09-06,9,house,not_frequent,Alicante/Alacant,<10,25-45,man,10.046,7.673
2023-09-04,23,frequent,house,Valencia/València,10-15,45-65,man,2.408,28.381
2023-09-04,16,not_frequent,house,Sevilla,10-15,,,1.695,13.47
2023-09-04,21,house,frequent,A Coruña,10-15,45-65,woman,16.103,46.662
2023-09-06,10,house,work/study,Gipuzkoa,>15,,,3.91,15.182
2023-09-07,3,not_frequent,house,Illes Balears,10-15,,,3.227,150.882
2023-09-01,7,house,not_frequent,Valencia/València,10-15,,,2.974,88.093
2023-09-02,9,house,not_frequent,Barcelona,10-15,,,2.213,63.705
2023-09-02,16,work/study,house,Illes Balears,10-15,65-100,woman,10.613,12.154
2023-09-05,13,frequent,house,Pontevedra,10-15,,,9.378,140.402
2023-09-07,11,not_frequent,not_frequent,Valencia/València,10-15,45-65,woman,4.119,124.816
2023-09-06,21,frequent,work/study,Sevilla,10-15,25-45,man,7.095,6.249
2023-09-07,22,house,frequent,Jaén,<10,,,4.326,26.76
2023-09-01,5,work/study,house,Barcelona,>15,25-45,woman,2.326,42.79
2023-09-02,4,house,frequent,Castellón/Castelló,10-15,45-65,,5.632,8.09
2023-09-01,4,house,frequent,Barcelona,>15,,,8.695,26.543
2023-09-05,19,frequent,not_frequent,Santa Cruz de Tenerife,>15,25-45,woman,6.156,16.242
2023-09-04,21,frequent,not_frequent,Barcelona,10-15,25-45,man,4.933,14.031
2023-09-03,20,not_frequent,work/study,Valencia/València,10-15,25-45,woman,3.077,149.956
2023-09-06,15,house,frequent,Illes Balears,10-15,45-65,,11.936,11.069
2023-09-01,14,work/study,house,Salamanca,10-15,25-45,,6.59,15.877
2023-09-02,11,frequent,frequent,Ciudad Real,10-15,45-65,man,1.212,28.477
2023-09-05,12,not_frequent,not_frequent,Badajoz,10-15,,,2.045,2.904
2023-09-07,6,house,frequent,Sevilla,<10,,,7.681,79.823
2023-09-01,20,frequent,work/study,Asturias,10-15,65-100,woman,5.846,8.244
2023-09-06,8,house,frequent,La Rioja,>15,65-100,woman,19.407,29.824
2023-09-01,19,not_frequent,not_frequent,Las Palmas,10-15,,,5.761,521.421
2023-09-07,10,frequent,frequent,Granada,<10,45-65,man,10.091,35.489
2023-09-04,10,frequent,not_frequent,Barcelona,10-15,0-25,,8.758,147.865
2023-09-05,0,frequent,work/study,Valencia/València,10-15,,,1.909,49.983
2023-09-07,11,not_frequent,frequent,Madrid,10-15,45-65,man,5.704,8.676
2023-09-07,19,not_frequent,frequent,Lleida,10-15,,,2.296,226.437
2023-09-06,14,frequent,not_frequent,Barcelona,10-15,45-65,man,3.364,12.991
2023-09-04,23,frequent,house,Bizkaia,>15,25-45,man,3.166,2.088
2023-09-07,16,not_frequent,house,Ourense,10-15,65-100,woman,5.992,420.709
2023-09-02,20,not_frequent,house,Barcelona,10-15,,,3.068,29.961
2023-09-01,17,house,not_frequent,Málaga,10-15,45-65,man,8.916,13.015
2023-09-07,18,frequent,frequent,Bizkaia,10-15,,,21.973,144.876
2023-09-02,14,frequent,house,Barcelona,>15,45-65,woman,7.992,25.546
2023-09-04,12,house,frequent,Bizkaia,10-15,,,5.507,9.978
2023-09-02,11,house,work/study,Asturias,10-15,65-100,woman,5.735,6.875
2023-09-06,18,house,frequent,Zaragoza,10-15,25-45,,5.508,31.314
2023-09-05,12,not_frequent,house,Córdoba,10-15,45-65,woman,2.993,72.804
2023-09-07,10,frequent,not_frequent,Santa Cruz de Tenerife,10-15,45-65,,3.351,1.89
2023-09-03,11,not_frequent,house,Ávila,10-15,65-100,,3.069,27.458
2023-09-05,15,work/study,house,Almería,<10,,,4.845,9.667
2023-09-04,12,frequent,frequent,Santa Cruz de Tenerife,10-15,45-65,woman,8.353,109.503
2023-09-04,12,house,frequent,Toledo,<10,,,28.73,132.682
2023-09-06,20,not_frequent,not_frequent,Illes Balears,10-15,,,5.333,103.529
2023-09-01,2,not_frequent,frequent,Illes Balears,10-15,0-25,,6.947,4.912
2023-09-03,17,work/study,not_frequent,Santa Cruz de Tenerife,<10,0-25,woman,15.444,236.687
2023-09-05,23,house,not_frequent,Madrid,10-15,45-65,man,3.213,130.659
2023-09-04,18,frequent,house,Bizkaia,10-15,65-100,man,3.293,16.943
2023-09-02,6,house,frequent,Toledo,10-15,,,9.778,41.044
2023-09-02,13,frequent,frequent,Barcelona,>15,25-45,man,3.077,4.619
2023-09-01,16,frequent,house,Barcelona,>15,,,2.12,1.59
2023-09-01,21,frequent,house,Gipuzkoa,10-15,25-45,woman,14.136,34.51
2023-09-07,8,work/study,not_frequent,Bizkaia,10-15,25-45,,5.393,97.954
2023-09-04,11,frequent,house,Tarragona,10-15,45-65,man,4.758,18.842
2023-09-03,19,frequent,house,A Coruña,10-15,,,8.069,119.307
2023-09-03,5,house,frequent,Madrid,10-15,45-65,man,16.583,16.51
2023-09-03,20,frequent,frequent,Murcia,>15,0-25,man,8.37,26.415
2023-09-06,3,house,work/study,Asturias,10-15,65-100,,2.736,21.367
2023-09-07,19,not_frequent,house,Granada,<10,,,3.545,40.176
2023-09-03,18,work/study,house,Lleida,10-15,,,3.308,8.854
2023-09-02,6,house,frequent,Pontevedra,10-15,45-65,man,3.728,27.89
2023-09-05,3,frequent,frequent,Burgos,10-15,25-45,woman,4.794,9.627
2023-09-04,9,frequent,work/study,Girona,>15,,,3.162,14.092
2023-09-02,14,work/study,frequent,Málaga,10-15,25-45,man,3.345,3.948
2023-09-04,18,work/study,frequent,Tarragona,10-15,25-45,,3.383,4.064
2023-09-05,11,not_frequent,not_frequent,Sevilla,10-15,25-45,man,3.987,1106.115
2023-09-02,19,not_frequent,not_frequent,Alicante/Alacant,<10,45-65,,2.759,2.94
2023-09-07,0,house,frequent,Barcelona,10-15,65-100,,2.083,3.194
2023-09-05,17,frequent,work/study,Valencia/València,>15,0-25,woman,7.818,64.227
2023-09-01,15,house,frequent,Barcelona,10-15,45-65,man,7.425,16.644
2023-09-07,14,not_frequent,house,Girona,10-15,,,4.474,49.616
2023-09-04,15,frequent,not_frequent,Barcelona,10-15,45-65,woman,3.182,5.715
2023-09-07,7,house,frequent,Murcia,>15,45-65,woman,5.191,325.231
2023-09-03,13,not_frequent,not_frequent,Gipuzkoa,>15,65-100,woman,6.104,306.203
2023-09-04,13,frequent,house,Santa Cruz de Tenerife,10-15,65-100,man,4.005,6.665
2023-09-03,16,frequent,not_frequent,Alicante/Alacant,<10,65-100,man,4.15,8.779
2023-09-06,8,house,not_frequent,Santa Cruz de Tenerife,10-15,65-100,,6.334,111.948
2023-09-07,14,not_frequent,house,Tarragona,10-15,,,2.8,771.143
2023-09-02,16,frequent,house,Valencia/València,10-15,45-65,woman,3.708,26.584
2023-09-07,20,work/study,house,Madrid,10-15,0-25,,9.829,15.185
2023-09-05,15,house,frequent,Barcelona,>15,25-45,woman,3.929,25.937
2023-09-04,8,house,work/study,Bizkaia,10-15,65-100,,5.374,24.459
2023-09-05,21,frequent,house,Zaragoza,10-15,,,5.822,47.739
2023-09-06,5,house,work/study,Ourense,10-15,45-65,,3.02,208.895
2023-09-02,16,frequent,house,Navarra,>15,,,4.286,17.08
2023-09-04,0,frequent,frequent,Barcelona,10-15,25-45,woman,3.633,10.874
2023-09-02,23,frequent,house,Gipuzkoa,>15,45-65,woman,47.496,52.063
2023-09-04,22,work/study,house,Almería,10-15,25-45,,16.446,106.71
2023-09-06,21,frequent,not_frequent,Valencia/València,>15,25-45,,2.945,3.968
2023-09-04,17,work/study,house,Valencia/València,10-15,,,6.348,76.12
2023-09-07,12,house,not_frequent,Gipuzkoa,>15,,,7.32,49.7
2023-09-02,19,house,frequent,Valladolid,10-15,0-25,woman,12.572,30.274
2023-09-04,15,house,frequent,Murcia,10-15,25-45,man,2.632,27.871
2023-09-05,4,not_frequent,house,Asturias,10-15,25-45,man,4.574,20.838
2023-09-04,16,work/study,frequent,Gipuzkoa,10-15,45-65,woman,4.418,8.798
2023-09-01,22,house,frequent,Barcelona,10-15,65-100,,6.326,14.992
2023-09-01,16,house,frequent,Murcia,10-15,,,19.959,319.912
2023-09-01,9,house,frequent,Ciudad Real,10-15,65-100,man,27.976,33.071
2023-09-01,8,house,not_frequent,Tarragona,10-15,25-45,,5.035,117.745
2023-09-06,17,work/study,house,Barcelona,>15,65-100,,6.735,12.466
2023-09-04,12,frequent,frequent,Barcelona,>15,65-100,man,2.992,57.392
2023-09-04,7,work/study,not_frequent,Barcelona,10-15,,,1.73,31.036
2023-09-05,14,frequent,not_frequent,Pontevedra,<10,,,2.31,10.521
2023-09-06,11,house,not_frequent,Huelva,<10,45-65,man,2.414,8.716
2023-09-04,8,frequent,house,Barcelona,10-15,45-65,woman,11.446,29.914
2023-09-07,10,house,frequent,Las Palmas,10-15,45-65,man,3.562,43.908
2023-09-02,15,house,not_frequent,Girona,10-15,,,5.604,82.524
2023-09-06,7,house,frequent,Alicante/Alacant,10-15,25-45,,4.402,269.61
2023-09-02,15,frequent,frequent,Alicante/Alacant,10-15,,,4.561,9.589
2023-09-02,12,not_frequent,frequent,Valencia/València,10-15,45-65,man,3.431,40.374
2023-09-07,6,house,work/study,Lugo,10-15,,,9.449,204.435
2023-09-05,2,house,not_frequent,Valladolid,10-15,,,1.451,13.22
2023-09-02,13,not_frequent,house,Barcelona,>15,25-45,,2.647,2.244
2023-09-05,0,not_frequent,house,Cádiz,10-15,0-25,woman,10.093,15.424
2023-09-05,16,work/study,not_frequent,Sevilla,<10,45-65,,1.799,14.976
2023-09-07,16,work/study,frequent,Murcia,10-15,25-45,woman,4.18,26.898
2023-09-01,0,not_frequent,not_frequent,Madrid,>15,65-100,,6.47,38.682
2023-09-02,18,work/study,not_frequent,Barcelona,10-15,45-65,man,2.588,18.408
2023-09-03,18,house,frequent,Lleida,10-15,,,7.31,85.729
2023-09-05,11,frequent,house,Madrid,10-15,25-45,woman,9.072,10.941
2023-09-01,12,frequent,frequent,Valencia/València,10-15,25-45,woman,4.379,15.84
2023-09-02,1,house,frequent,Castellón/Castelló,10-15,45-65,man,10.377,35.066
2023-09-06,19,house,frequent,Barcelona,>15,,,18.075,25.711
2023-09-05,17,house,work/study,Madrid,10-15,25-45,man,13.455,12.092
2023-09-04,10,house,frequent,Illes Balears,10-15,65-100,woman,5.851,11420.296
2023-09-05,7,house,not_frequent,Madrid,10-15,25-45,woman,4.453,216.198
2023-09-04,9,frequent,house,Santa Cruz de Tenerife,10-15,,,3.453,19.004
2023-09-01,20,not_frequent,not_frequent,Barcelona,10-15,45-65,,2.467,10.568
2023-09-01,13,not_frequent,house,Alicante/Alacant,10-15,,,7.322,43.202
2023-09-07,21,not_frequent,not_frequent,Bizkaia,10-15,25-45,woman,4.836,1467.489
2023-09-04,16,house,not_frequent,Valencia/València,10-15,25-45,woman,5.041,76.459
2023-09-05,8,not_frequent,not_frequent,Málaga,10-15,25-45,man,7.166,7.396
2023-09-01,0,house,frequent,Navarra,>15,25-45,woman,4.482,19.202
2023-09-04,16,frequent,not_frequent,Madrid,10-15,0-25,man,9.306,86.047
2023-09-05,10,frequent,frequent,Madrid,10-15,45-65,man,3.515,31.15
2023-09-02,18,not_frequent,frequent,Valencia/València,10-15,,,3.233,20.281
2023-09-05,12,not_frequent,house,Araba/Álava,>15,25-45,woman,9.46,28.059
2023-09-02,10,house,frequent,Madrid,>15,65-100,woman,7.186,134.074
2023-09-05,0,frequent,house,Barcelona,10-15,0-25,man,28.605,75.043
2023-09-07,7,frequent,frequent,Alicante/Alacant,<10,,,1.943,25.665
2023-09-06,17,not_frequent,house,Barcelona,10-15,45-65,woman,3.39,1612.626
2023-09-04,19,house,work/study,Barcelona,>15,25-45,,6.731,22.858
2023-09-07,23,frequent,work/study,Girona,>15,,,9.553,17.31
2023-09-06,17,not_frequent,work/study,Madrid,10-15,45-65,woman,3.505,28.553
2023-09-03,12,frequent,frequent,Asturias,10-15,0-25,,4.631,11.718
2023-09-03,13,house,work/study,Zaragoza,10-15,0-25,woman,9.444,245.714
2023-09-05,8,work/study,not_frequent,Barcelona,>15,25-45,man,3.037,2.244
2023-09-03,12,frequent,house,Murcia,10-15,65-100,man,2.749,2.466
2023-09-02,14,frequent,house,Las Palmas,10-15,25-45,man,3.576,46.504
2023-09-05,11,not_frequent,house,Sevilla,<10,,,4.365,227.705
2023-09-03,13,frequent,frequent,Illes Balears,10-15,65-100,,3.24,50.903
2023-09-06,8,frequent,frequent,Alicante/Alacant,10-15,25-45,woman,2.691,32.799
2023-09-02,10,frequent,frequent,Granada,<10,45-65,woman,3.616,5.523
2023-09-01,20,frequent,house,Córdoba,10-15,,,1.875,45.356
2023-09-04,22,frequent,frequent,Valencia/València,10-15,25-45,woman,4.535,5.62
2023-09-03,14,frequent,house,Las Palmas,<10,65-100,man,17.265,206.997
2023-09-04,21,not_frequent,frequent,Málaga,<10,45-65,woman,3.871,12.064
2023-09-02,12,house,not_frequent,Toledo,10-15,,,5.211,66.361
2023-09-06,5,not_frequent,not_frequent,Córdoba,<10,0-25,woman,6.234,180.428
2023-09-04,12,frequent,frequent,Valladolid,>15,45-65,woman,3.562,291.556
2023-09-07,11,frequent,not_frequent,Zaragoza,10-15,,,3.466,135.684
2023-09-06,8,frequent,house,Barcelona,10-15,25-45,man,6.054,11.122
2023-09-01,0,house,not_frequent,Málaga,<10,65-100,woman,6.46,9.092
2023-09-02,5,house,frequent,Ávila,10-15,,,7.809,91.779
2023-09-05,20,frequent,not_frequent,Salamanca,10-15,0-25,man,16.13,11.551
2023-09-06,7,house,frequent,Madrid,10-15,45-65,man,3.483,110.003
2023-09-07,8,frequent,house,Alicante/Alacant,<10,,,31.883,190.597
2023-09-03,4,not_frequent,house,Zaragoza,10-15,65-100,man,3.572,29.847
2023-09-03,8,house,not_frequent,Valencia/València,10-15,25-45,,4.809,14.119
2023-09-02,5,frequent,frequent,Alicante/Alacant,<10,,,1.57,13.819
2023-09-07,9,frequent,frequent,Córdoba,10-15,65-100,woman,11.425,41.913
2023-09-06,15,not_frequent,frequent,Jaén,<10,,,2.679,5.724
2023-09-06,18,frequent,frequent,Illes Balears,10-15,25-45,man,38.369,50.178
2023-09-04,8,frequent,frequent,Sevilla,<10,,,6.439,37.669
2023-09-04,14,not_frequent,house,Barcelona,>15,25-45,woman,4.831,58.623
2023-09-06,16,frequent,frequent,Las Palmas,10-15,25-45,woman,2.893,32.489
2023-09-04,15,frequent,work/study,Lleida,10-15,25-45,,2.776,3.461
2023-09-04,18,not_frequent,frequent,Cádiz,10-15,,,2.017,7.156
2023-09-05,9,work/study,frequent,Valencia/València,>15,25-45,,2.875,1.937
2023-09-05,15,frequent,not_frequent,Bizkaia,>15,45-65,,3.698,11.372
2023-09-02,12,house,not_frequent,A Coruña,10-15,45-65,,2.939,7.997
2023-09-07,19,house,not_frequent,Alicante/Alacant,<10,25-45,,4.303,100.269
2023-09-05,22,frequent,house,Barcelona,10-15,45-65,man,14.376,49.279
2023-09-07,13,frequent,frequent,Zaragoza,10-15,25-45,woman,6.592,29.291
2023-09-04,20,frequent,work/study,Valladolid,>15,45-65,man,2.824,9.988
2023-09-04,17,house,frequent,Pontevedra,10-15,65-100,man,6.35,21.54
2023-09-04,10,frequent,house,Bizkaia,10-15,45-65,,4.677,12.457
2023-09-04,17,house,frequent,Barcelona,<10,65-100,man,18.046,22.316
2023-09-01,15,frequent,work/study,Valencia/València,10-15,25-45,man,3.643,8.015
2023-09-03,18,house,work/study,Pontevedra,10-15,45-65,,5.748,26.358
2023-09-01,16,house,not_frequent,Badajoz,10-15,45-65,woman,4.094,1159.684
2023-09-03,10,frequent,work/study,Barcelona,10-15,,,2.542,5.353
2023-09-01,14,not_frequent,not_frequent,Almería,<10,45-65,man,3.859,6.659
2023-09-04,22,not_frequent,not_frequent,Navarra,>15,45-65,man,4.703,2.644
2023-09-04,1,frequent,house,Valencia/València,10-15,45-65,woman,4.057,16.462
2023-09-06,14,frequent,frequent,Cádiz,10-15,0-25,woman,18.217,76.921
2023-09-03,20,work/study,house,Barcelona,>15,25-45,man,3.739,5.825
2023-09-03,12,frequent,house,Asturias,10-15,65-100,,6.758,38.341
2023-09-01,15,house,work/study,Illes Balears,10-15,25-45,,3.299,47.615
2023-09-03,20,frequent,house,Ávila,10-15,0-25,man,9.716,52.613
2023-09-02,16,frequent,house,León,10-15,45-65,,2.609,10.628
2023-09-05,19,not_frequent,work/study,Gipuzkoa,10-15,,,3.757,94.826
2023-09-03,22,frequent,frequent,Bizkaia,>15,,,7.92,8.204
2023-09-01,10,frequent,frequent,León,10-15,0-25,woman,7.843,233.475
2023-09-06,15,work/study,frequent,Araba/Álava,10-15,0-25,woman,4.877,109.82
2023-09-07,13,not_frequent,work/study,Huelva,10-15,,,2.405,39.946
2023-09-06,17,work/study,house,Málaga,<10,0-25,woman,8.697,6.191
2023-09-01,13,work/study,house,A Coruña,10-15,25-45,man,4.928,66.058
2023-09-07,7,house,work/study,Jaén,<10,65-100,man,2.498,65.658
2023-09-02,6,house,frequent,Santa Cruz de Tenerife,>15,0-25,woman,12.137,20.829
2023-09-01,16,not_frequent,house,Salamanca,10-15,45-65,,2.917,36.958
2023-09-01,20,frequent,house,Tarragona,10-15,25-45,,16.698,14.673
2023-09-07,15,frequent,work/study,Pontevedra,>15,45-65,woman,3.227,1.864
2023-09-02,20,frequent,house,Girona,10-15,,,3.356,36.057
2023-09-02,13,not_frequent,house,Barcelona,>15,45-65,,2.339,108.257
2023-09-03,3,not_frequent,house,Madrid,10-15,45-65,woman,3.816,8.739
2023-09-03,18,house,not_frequent,Barcelona,>15,45-65,man,11.085,858.78
2023-09-04,16,frequent,house,Asturias,>15,45-65,woman,3.98,92.689
2023-09-05,17,not_frequent,house,Granada,<10,45-65,woman,9.554,49.251
2023-09-01,9,frequent,house,Las Palmas,10-15,25-45,man,12.661,54.332
2023-09-05,18,house,frequent,Madrid,10-15,0-25,woman,8.886,37.797
2023-09-02,15,house,frequent,Pontevedra,10-15,,,8.951,232.681
2023-09-06,3,house,work/study,Valladolid,10-15,45-65,,2.177,3.064
2023-09-02,14,work/study,house,Toledo,<10,25-45,woman,6.475,278.834
2023-09-02,3,house,frequent,Madrid,10-15,,,91.258,262.957
2023-09-01,8,not_frequent,frequent,Pontevedra,10-15,,,2.952,8.344
2023-09-02,15,house,frequent,Santa Cruz de Tenerife,<10,,,6.174,6.166
2023-09-05,15,not_frequent,frequent,Madrid,10-15,45-65,woman,3.407,55.345
2023-09-03,20,frequent,house,Granada,<10,,,2.659,7.02
2023-09-07,21,work/study,house,Burgos,10-15,,,2.429,107.76
2023-09-05,21,work/study,house,Barcelona,10-15,0-25,man,7.241,70.707
2023-09-03,12,house,frequent,Madrid,>15,0-25,man,11.975,14.752
2023-09-01,21,work/study,house,Granada,<10,25-45,,30.486,130.971
2023-09-02,13,frequent,work/study,Navarra,10-15,,,1.661,13.682
2023-09-07,20,frequent,not_frequent,Murcia,<10,45-65,,10.94,48.471
2023-09-03,23,work/study,house,Madrid,10-15,45-65,man,2.764,44.233
2023-09-06,17,house,not_frequent,Toledo,10-15,0-25,woman,11.632,90.624
2023-09-04,22,house,frequent,Cádiz,<10,45-65,,10.102,84.101
2023-09-01,22,house,not_frequent,Navarra,10-15,,,5.895,243.654
2023-09-01,18,house,frequent,Asturias,10-15,25-45,woman,4.541,134.055
2023-09-02,21,house,frequent,Barcelona,>15,45-65,,3.032,34.25
2023-09-05,23,work/study,house,Madrid,10-15,0-25,man,11.692,17.516
2023-09-03,19,frequent,house,Barcelona,10-15,45-65,man,3.825,29.764
2023-09-04,14,not_frequent,frequent,Almería,<10,25-45,man,5.394,99.367
2023-09-04,2,house,frequent,Gipuzkoa,>15,25-45,,2.382,12.854
2023-09-06,3,frequent,not_frequent,Navarra,10-15,45-65,,3.768,10.899
