date_time,period,destination_place,frequency,province,revenue,age_bin,sex,no_of_trips,trip_kms
2023-09-06,17,house,not_frequent,Santa Cruz de Tenerife,10-15,45-65,man,4.379,55.681
2023-09-05,7,house,work/study,Madrid,10-15,25-45,,4.558,60.115
2023-09-07,20,frequent,frequent,Alicante/Alacant,10-15,25-45,man,4.764,25.554
2023-09-07,17,work/study,house,Alicante/Alacant,10-15,25-45,,3.376,5.832
2023-09-01,18,frequent,house,Madrid,10-15,25-45,woman,9.588,36.624
2023-09-07,9,not_frequent,house,Jaén,10-15,,,9.836,83.829
2023-09-04,12,not_frequent,not_frequent,Barcelona,>15,65-100,woman,6.455,847.671
2023-09-07,8,work/study,frequent,Toledo,<10,25-45,,4.532,17.215
2023-09-03,6,frequent,house,Alicante/Alacant,10-15,45-65,woman,5.025,5.272
2023-09-05,19,not_frequent,work/study,Asturias,10-15,,,1.611,13.061
2023-09-02,17,not_frequent,not_frequent,Madrid,10-15,45-65,woman,3.592,65.05
2023-09-04,12,frequent,house,León,>15,,,10.139,5.501
2023-09-06,22,not_frequent,house,Badajoz,<10,45-65,,3.54,29.42
2023-09-01,6,house,frequent,Pontevedra,10-15,,,3.143,14.756
2023-09-03,16,not_frequent,frequent,Madrid,10-15,45-65,man,15.223,15.899
2023-09-05,15,frequent,house,Madrid,10-15,25-45,,4.338,82.64
2023-09-07,15,work/study,frequent,Murcia,<10,45-65,woman,4.206,45.224
2023-09-07,14,frequent,work/study,Valencia/València,10-15,0-25,woman,6.913,9.797
2023-09-05,18,house,not_frequent,Badajoz,<10,,,3.541,95.585
2023-09-06,9,work/study,frequent,Madrid,10-15,45-65,woman,3.245,7.45
2023-09-03,23,not_frequent,house,Córdoba,<10,,,3.662,111.447
2023-09-03,14,house,frequent,Badajoz,>15,45-65,man,7.354,9.633
2023-09-05,19,frequent,work/study,Valencia/València,10-15,25-45,woman,4.155,4.776
2023-09-05,19,frequent,frequent,Illes Balears,10-15,,,3.637,4.136
2023-09-06,15,frequent,house,Illes Balears,10-15,,,3.314,4.965
2023-09-01,16,not_frequent,house,Bizkaia,10-15,45-65,man,3.863,46.722
2023-09-02,6,frequent,house,La Rioja,10-15,0-25,,1.9,6.432
2023-09-05,12,frequent,work/study,Málaga,<10,25-45,man,3.359,7.748
2023-09-06,16,not_frequent,not_frequent,Zaragoza,>15,45-65,man,3.288,20.207
2023-09-01,21,not_frequent,not_frequent,Madrid,>15,25-45,woman,6.853,22.466
2023-09-01,22,not_frequent,house,Sevilla,10-15,25-45,woman,4.847,5.634
2023-09-05,22,house,work/study,Valencia/València,10-15,,,5.451,3.634
2023-09-05,22,frequent,not_frequent,A Coruña,>15,65-100,woman,5.242,6.568
2023-09-01,10,house,frequent,Cádiz,<10,,,2.658,86.387
2023-09-06,14,house,work/study,Asturias,>15,65-100,woman,11.618,13.873
2023-09-07,0,frequent,frequent,Murcia,<10,45-65,,2.927,2.118
2023-09-04,16,frequent,not_frequent,Córdoba,10-15,65-100,woman,3.292,2.614
2023-09-05,1,frequent,house,Pontevedra,10-15,65-100,man,14.472,22.638
2023-09-04,15,house,work/study,Valencia/València,10-15,,,2.147,10.471
2023-09-04,21,frequent,frequent,Barcelona,>15,65-100,man,3.296,43.34
2023-09-04,20,frequent,house,Las Palmas,<10,45-65,woman,46.62,196.629
2023-09-01,13,frequent,not_frequent,Murcia,10-15,25-45,woman,9.03,16.494
2023-09-05,9,frequent,frequent,A Coruña,10-15,,,2.417,28.859
2023-09-05,18,house,frequent,Huesca,10-15,0-25,woman,25.338,35.74
2023-09-06,7,frequent,house,Palencia,>15,,,3.433,3.297
2023-09-04,15,work/study,frequent,Segovia,10-15,,,5.721,4.232
2023-09-05,12,not_frequent,not_frequent,Granada,<10,,,3.13,19.288
2023-09-01,6,house,work/study,Almería,<10,,,4.636,72.652
2023-09-02,13,house,frequent,Barcelona,10-15,0-25,,7.847,58.794
2023-09-04,19,frequent,not_frequent,Toledo,10-15,0-25,woman,16.789,22.618
2023-09-05,12,frequent,work/study,Santa Cruz de Tenerife,10-15,45-65,,2.942,30.831
2023-09-05,2,not_frequent,house,Barcelona,<10,25-45,man,2.785,14.212
2023-09-05,13,house,frequent,Barcelona,10-15,0-25,man,25.95,25.241
2023-09-02,16,frequent,frequent,Guadalajara,10-15,65-100,,7.714,9.5
2023-09-05,6,house,frequent,A Coruña,10-15,45-65,woman,22.188,33.217
2023-09-07,10,house,work/study,Madrid,10-15,,,2.415,30.409
2023-09-01,13,not_frequent,house,Barcelona,>15,65-100,woman,4.559,62.797
2023-09-06,10,frequent,not_frequent,Barcelona,>15,45-65,woman,2.734,5.819
2023-09-01,14,work/study,house,Barcelona,10-15,,,3.572,57.499
2023-09-06,15,work/study,frequent,Málaga,<10,65-100,woman,5.087,22.298
2023-09-06,7,house,work/study,Barcelona,10-15,45-65,woman,3.402,31.139
2023-09-01,3,not_frequent,house,Guadalajara,10-15,25-45,woman,5.356,23.444
2023-09-07,6,frequent,house,Gipuzkoa,>15,,,2.495,47.191
2023-09-06,15,frequent,work/study,Sevilla,10-15,45-65,man,5.278,7.797
2023-09-02,17,house,not_frequent,Cádiz,<10,45-65,woman,6.121,16.421
2023-09-05,14,house,not_frequent,Barcelona,10-15,45-65,man,5.407,6.99
2023-09-07,12,frequent,house,Madrid,10-15,0-25,,10.611,119.861
2023-09-01,0,frequent,frequent,Navarra,10-15,45-65,,3.058,32.029
2023-09-04,8,frequent,house,Illes Balears,10-15,,,3.074,66.189
2023-09-05,23,not_frequent,not_frequent,Valladolid,>15,,,3.317,57.156
2023-09-06,16,not_frequent,house,Valencia/València,10-15,65-100,woman,9.518,11.467
2023-09-03,17,frequent,house,Madrid,10-15,45-65,woman,8.148,19.565
2023-09-05,14,frequent,house,Ávila,10-15,,,26.856,562.373
2023-09-07,22,frequent,frequent,Santa Cruz de Tenerife,10-15,,,9.954,37.294
2023-09-07,22,work/study,house,Valencia/València,10-15,,,15.305,10.957
2023-09-02,23,house,frequent,Madrid,<10,25-45,man,5.087,22.621
2023-09-01,19,house,frequent,León,10-15,0-25,,5.094,61.534
2023-09-03,0,frequent,house,Málaga,<10,,,2.854,35.115
2023-09-06,11,frequent,house,Girona,10-15,,,33.948,135.305
2023-09-06,12,house,not_frequent,Madrid,>15,45-65,woman,10.176,30.42
2023-09-05,9,frequent,not_frequent,Córdoba,10-15,45-65,man,2.511,4.043
2023-09-06,19,frequent,house,Barcelona,10-15,0-25,man,6.822,191.595
2023-09-02,11,frequent,frequent,Tarragona,10-15,45-65,woman,2.569,109.564
2023-09-03,19,house,frequent,Barcelona,10-15,65-100,,2.688,7.563
2023-09-07,14,frequent,house,Granada,<10,0-25,,7.557,53.609
2023-09-02,16,not_frequent,house,Valencia/València,10-15,45-65,,2.897,108.682
2023-09-02,21,house,frequent,Sevilla,10-15,25-45,man,20.7,47.62
2023-09-07,9,frequent,house,A Coruña,10-15,25-45,woman,15.916,37.509
2023-09-03,20,frequent,frequent,Madrid,>15,45-65,man,3.731,53.167
2023-09-07,21,not_frequent,house,Huelva,10-15,0-25,,9.137,4.683
2023-09-07,14,not_frequent,not_frequent,Barcelona,10-15,45-65,woman,3.062,15.002
2023-09-04,10,house,not_frequent,Valencia/València,10-15,45-65,woman,3.378,11.95
2023-09-02,15,not_frequent,frequent,Sevilla,>15,45-65,woman,4.377,6.929
2023-09-05,18,frequent,frequent,Sevilla,10-15,45-65,man,3.043,7.09
2023-09-04,13,house,frequent,Alicante/Alacant,<10,45-65,woman,11.061,74.022
2023-09-02,0,frequent,house,Córdoba,10-15,0-25,woman,18.432,18.264
2023-09-03,18,work/study,house,Almería,<10,,,3.865,29.255
2023-09-02,9,not_frequent,house,Valencia/València,10-15,,,4.095,129.184
2023-09-05,11,house,frequent,Sevilla,<10,,,9.328,16.764
2023-09-06,15,not_frequent,house,Bizkaia,10-15,,,22.713,375.027
2023-09-02,18,house,not_frequent,Murcia,<10,0-25,woman,7.837,41.129
2023-09-02,7,house,not_frequent,Tarragona,10-15,,,3.889,4.465
2023-09-04,16,work/study,frequent,Toledo,10-15,45-65,,1.447,6.766
2023-09-05,18,not_frequent,house,Barcelona,10-15,45-65,woman,13.615,15.272
2023-09-05,1,house,not_frequent,Málaga,>15,65-100,woman,4.133,9.296
2023-09-03,19,not_frequent,not_frequent,Illes Balears,10-15,,,9.912,173.453
2023-09-06,17,frequent,house,Málaga,10-15,25-45,man,26.432,76.336
2023-09-07,7,house,work/study,Zaragoza,10-15,45-65,,6.734,133.839
2023-09-06,12,frequent,frequent,Alicante/Alacant,<10,0-25,man,8.141,88.606
2023-09-07,3,frequent,house,Sevilla,<10,,,2.651,41.876
2023-09-07,10,house,not_frequent,Toledo,10-15,,,13.016,89.309
2023-09-06,19,house,frequent,Murcia,<10,0-25,woman,6.133,33.458
2023-09-01,16,house,frequent,Illes Balears,10-15,45-65,man,36.013,44.728
2023-09-06,19,house,frequent,Cáceres,10-15,25-45,,6.169,168.645
2023-09-02,12,frequent,house,Tarragona,>15,65-100,man,5.586,8.416
2023-09-06,2,not_frequent,house,Barcelona,10-15,0-25,woman,8.457,2538.736
2023-09-06,17,frequent,work/study,Bizkaia,10-15,,,2.587,2.036
2023-09-01,2,not_frequent,not_frequent,Cáceres,10-15,25-45,woman,5.166,12.566
2023-09-05,12,frequent,house,Valencia/València,10-15,45-65,woman,56.445,205.927
2023-09-05,16,frequent,work/study,Valencia/València,10-15,45-65,,2.545,5.806
2023-09-06,8,house,frequent,Cáceres,>15,,,7.536,448.387
2023-09-06,10,work/study,frequent,Pontevedra,10-15,25-45,man,7.574,19.343
2023-09-05,19,house,work/study,Tarragona,10-15,,,4.848,23.786
2023-09-05,13,work/study,house,Madrid,>15,65-100,woman,5.637,8.375
2023-09-03,12,work/study,house,Madrid,10-15,,,27.139,25.491
2023-09-07,14,frequent,work/study,Madrid,10-15,25-45,woman,4.425,74.063
2023-09-03,1,frequent,frequent,Málaga,>15,25-45,woman,4.038,15.212
2023-09-07,12,work/study,frequent,Madrid,>15,45-65,woman,19.977,53.965
2023-09-03,5,not_frequent,not_frequent,Madrid,>15,45-65,,3.089,5.426
2023-09-07,5,not_frequent,frequent,Cádiz,10-15,45-65,man,3.655,3.193
2023-09-06,21,frequent,house,Madrid,>15,45-65,man,6.616,107.193
2023-09-06,15,frequent,house,Barcelona,>15,,,4.541,93.081
2023-09-05,14,not_frequent,work/study,Zaragoza,>15,25-45,man,4.737,40.872
2023-09-05,19,not_frequent,not_frequent,Granada,10-15,45-65,woman,3.0,6.892
2023-09-01,11,frequent,frequent,Madrid,10-15,,,3.087,6.931
2023-09-03,1,frequent,house,Barcelona,<10,25-45,man,18.175,17.41
2023-09-07,6,house,not_frequent,Illes Balears,10-15,,,5.204,53.858
2023-09-02,20,not_frequent,house,Gipuzkoa,>15,,,4.038,219.0
2023-09-05,4,frequent,house,Murcia,<10,65-100,,3.012,8.427
2023-09-03,22,frequent,house,Pontevedra,>15,45-65,man,3.18,23.565
2023-09-02,15,frequent,work/study,Barcelona,10-15,25-45,woman,4.737,45.921
2023-09-06,15,not_frequent,house,Córdoba,<10,,,8.743,192.138
2023-09-01,18,not_frequent,not_frequent,Santa Cruz de Tenerife,10-15,0-25,woman,10.179,60.416
2023-09-02,22,frequent,frequent,Barcelona,10-15,45-65,man,4.381,3.625
2023-09-06,19,house,frequent,Valencia/València,10-15,0-25,,6.931,89.17
2023-09-01,8,house,work/study,Málaga,10-15,45-65,woman,2.537,20.003
2023-09-07,10,work/study,frequent,Badajoz,<10,,,3.551,337.56
2023-09-01,16,house,work/study,Cádiz,<10,,,8.021,63.319
2023-09-01,14,house,frequent,Zaragoza,10-15,,,5.0,43.353
2023-09-01,15,frequent,not_frequent,Murcia,<10,,,2.044,5.334
2023-09-07,6,frequent,frequent,Córdoba,<10,,,3.625,264.008
2023-09-02,22,frequent,house,Girona,10-15,25-45,,3.586,15.423
2023-09-04,8,house,frequent,Barcelona,10-15,25-45,woman,29.329,33.492
2023-09-05,17,not_frequent,frequent,Sevilla,<10,,,2.871,15.289
2023-09-02,14,house,not_frequent,Málaga,10-15,45-65,woman,3.339,9.367
2023-09-04,22,not_frequent,frequent,Madrid,10-15,25-45,man,4.117,6.454
2023-09-01,21,house,work/study,Murcia,<10,,,15.394,11.58
2023-09-01,17,frequent,house,Sevilla,10-15,65-100,,3.489,16.964
2023-09-03,7,house,frequent,Barcelona,>15,65-100,woman,4.834,48.938
2023-09-07,14,frequent,frequent,Cantabria,10-15,,,3.286,19.725
2023-09-04,9,frequent,house,A Coruña,10-15,,,12.904,80.273
2023-09-05,20,not_frequent,not_frequent,Zaragoza,10-15,45-65,,2.445,3.577
2023-09-02,11,house,frequent,Cantabria,10-15,25-45,woman,5.232,5.023
2023-09-01,21,house,frequent,Barcelona,10-15,65-100,woman,11.598,12.943
2023-09-03,10,frequent,work/study,Pontevedra,10-15,45-65,,4.723,30.05
2023-09-07,19,house,not_frequent,A Coruña,10-15,,,13.371,97.964
2023-09-01,22,house,frequent,A Coruña,10-15,25-45,woman,4.754,51.768
2023-09-03,8,frequent,frequent,Málaga,<10,25-45,man,3.456,20.316
2023-09-06,9,not_frequent,house,Murcia,<10,0-25,woman,16.992,113.324
2023-09-07,17,not_frequent,frequent,Alicante/Alacant,>15,65-100,woman,5.689,66.512
2023-09-01,7,house,frequent,Valencia/València,10-15,0-25,woman,37.664,145.761
2023-09-03,10,frequent,house,Las Palmas,10-15,65-100,woman,19.596,113.561
2023-09-06,20,frequent,frequent,Valencia/València,10-15,25-45,man,6.582,7.201
2023-09-05,19,frequent,house,Málaga,<10,,,3.024,36.247
2023-09-07,10,frequent,frequent,Bizkaia,10-15,,,2.409,5.386
2023-09-03,0,work/study,house,Salamanca,10-15,0-25,,8.773,29.595
2023-09-03,17,house,frequent,Valencia/València,10-15,,,4.0,135.16
2023-09-01,21,frequent,house,Barcelona,10-15,25-45,man,3.363,30.299
2023-09-01,22,work/study,frequent,Córdoba,10-15,0-25,man,6.132,4.744
2023-09-01,21,frequent,frequent,Tarragona,10-15,25-45,,2.87,3.464
2023-09-03,11,frequent,house,Girona,10-15,0-25,,6.744,57.996
2023-09-06,19,not_frequent,house,Castellón/Castelló,10-15,65-100,,3.774,8.389
2023-09-06,20,frequent,house,León,10-15,,,1.961,61.792
2023-09-04,20,work/study,frequent,Lleida,10-15,65-100,,1.77,4.169
2023-09-05,14,work/study,not_frequent,Córdoba,<10,,,4.076,33.212
2023-09-04,10,not_frequent,house,Barcelona,10-15,0-25,woman,17.348,27.346
2023-09-07,4,frequent,frequent,Madrid,10-15,45-65,woman,3.218,3.331
2023-09-04,23,work/study,house,Málaga,10-15,,,11.436,16.195
2023-09-07,14,frequent,frequent,Barcelona,>15,45-65,,4.041,139.895
2023-09-06,18,work/study,not_frequent,Soria,10-15,,,2.791,99.287
2023-09-02,18,frequent,house,Barcelona,>15,,,8.15,93.306
2023-09-03,12,house,frequent,Girona,10-15,0-25,woman,10.65,26.789
2023-09-05,6,house,work/study,Madrid,10-15,45-65,woman,3.589,69.123
2023-09-07,11,frequent,frequent,Madrid,10-15,25-45,woman,9.077,10.267
2023-09-04,0,frequent,house,Tarragona,10-15,45-65,woman,3.652,4.928
2023-09-03,16,frequent,not_frequent,Madrid,>15,45-65,man,2.59,19.434
2023-09-04,12,not_frequent,frequent,Cantabria,10-15,,,4.274,113.173
2023-09-06,12,house,frequent,Alicante/Alacant,10-15,65-100,,9.826,53.202
2023-09-05,12,frequent,house,Cádiz,10-15,,,45.632,64.255
2023-09-05,10,frequent,work/study,Barcelona,10-15,45-65,man,2.376,6.569
2023-09-04,7,not_frequent,work/study,Bizkaia,>15,25-45,,4.225,288.647
2023-09-06,20,frequent,work/study,Madrid,10-15,0-25,man,7.074,43.502
2023-09-01,14,not_frequent,frequent,Alicante/Alacant,10-15,,,2.674,27.524
2023-09-06,19,frequent,house,Girona,10-15,,,3.525,64.468
2023-09-05,13,work/study,house,Navarra,10-15,25-45,,4.28,16.248
2023-09-01,22,house,frequent,Valencia/València,10-15,,,3.987,7.923
2023-09-02,12,work/study,house,Badajoz,10-15,25-45,man,8.174,25.404
2023-09-05,12,frequent,work/study,Lugo,10-15,0-25,woman,6.957,22.594
2023-09-01,6,not_frequent,house,Madrid,10-15,25-45,man,10.002,46.774
2023-09-01,20,work/study,house,Alicante/Alacant,<10,,,2.736,58.525
2023-09-02,9,house,frequent,Sevilla,<10,45-65,man,2.73,3.118
2023-09-01,0,work/study,house,Zaragoza,>15,65-100,woman,6.616,8.775
2023-09-06,17,frequent,house,Pontevedra,10-15,45-65,,3.536,71.693
2023-09-01,11,work/study,not_frequent,Ourense,10-15,45-65,,6.052,457.417
2023-09-03,23,not_frequent,house,Córdoba,10-15,25-45,man,3.167,15.576
2023-09-07,17,frequent,frequent,Córdoba,10-15,25-45,,4.511,45.637
2023-09-05,12,frequent,house,Madrid,10-15,,,3.163,71.346
2023-09-01,19,not_frequent,frequent,Alicante/Alacant,10-15,,,4.062,29.803
2023-09-01,15,frequent,work/study,Cádiz,<10,45-65,woman,3.748,7.853
2023-09-06,11,work/study,frequent,Madrid,>15,25-45,,5.678,38.019
2023-09-06,13,frequent,frequent,Pontevedra,10-15,65-100,woman,4.36,19.825
2023-09-04,21,frequent,house,Las Palmas,<10,0-25,,16.998,328.033
2023-09-02,11,house,not_frequent,Murcia,<10,,,35.188,538.439
2023-09-05,9,house,work/study,Madrid,10-15,25-45,man,19.76,79.335
2023-09-07,16,work/study,house,Illes Balears,10-15,,,7.172,69.03
2023-09-05,9,not_frequent,house,Madrid,10-15,45-65,man,3.015,1120.188
2023-09-04,11,work/study,house,Castellón/Castelló,10-15,,,7.612,6.375
2023-09-07,15,house,not_frequent,Zaragoza,>15,0-25,woman,11.366,156.096
2023-09-07,17,house,frequent,León,10-15,,,4.273,39.903
2023-09-07,11,house,frequent,Pontevedra,10-15,25-45,man,3.653,9.478
2023-09-02,20,frequent,frequent,Girona,>15,,,3.911,29.582
2023-09-02,5,house,frequent,Tarragona,10-15,25-45,,9.073,12.006
2023-09-06,11,work/study,frequent,Las Palmas,10-15,25-45,woman,4.387,25.742
2023-09-03,12,house,frequent,Navarra,>15,45-65,man,7.32,10.801
2023-09-06,22,work/study,frequent,La Rioja,10-15,45-65,woman,6.811,56.048
2023-09-01,11,work/study,frequent,Tarragona,10-15,45-65,woman,3.286,38.555
2023-09-02,19,work/study,not_frequent,Málaga,<10,25-45,woman,5.121,25.114
2023-09-01,11,not_frequent,not_frequent,Valencia/València,>15,25-45,woman,4.057,38.001
2023-09-02,21,house,work/study,Madrid,>15,45-65,man,4.157,3.757
2023-09-01,12,work/study,frequent,Pontevedra,10-15,,,9.256,34.441
2023-09-03,10,not_frequent,not_frequent,Barcelona,>15,65-100,,4.377,12.19
2023-09-02,11,house,not_frequent,Palencia,10-15,,,8.81,702.27
2023-09-04,20,not_frequent,house,La Rioja,10-15,,,5.925,61.233
2023-09-01,2,frequent,house,Navarra,>15,,,3.056,27.458
2023-09-02,18,not_frequent,house,Tarragona,10-15,25-45,,3.953,42.105
2023-09-04,0,frequent,frequent,Cáceres,10-15,0-25,man,10.117,230.751
2023-09-02,14,house,frequent,Badajoz,<10,,,8.665,40.518
2023-09-06,11,not_frequent,not_frequent,Valencia/València,10-15,45-65,man,2.904,62.702
2023-09-01,0,not_frequent,house,Zaragoza,10-15,45-65,man,2.246,27.111
2023-09-06,7,house,not_frequent,Illes Balears,10-15,45-65,woman,10.47,59.306
2023-09-01,13,house,frequent,Cádiz,>15,0-25,,7.153,12.772
2023-09-06,8,frequent,work/study,Bizkaia,>15,45-65,woman,4.599,17.878
2023-09-05,16,house,frequent,Madrid,10-15,25-45,woman,5.278,39.691
2023-09-01,9,house,not_frequent,Illes Balears,10-15,45-65,,2.888,37.556
2023-09-02,20,house,not_frequent,Cádiz,<10,45-65,man,16.098,48.683
2023-09-04,19,frequent,house,Castellón/Castelló,10-15,0-25,man,24.096,12.923
2023-09-04,8,frequent,house,Barcelona,>15,25-45,woman,3.104,19.149
2023-09-07,18,house,frequent,Valencia/València,10-15,65-100,man,5.318,26.537
2023-09-07,13,frequent,house,Cantabria,10-15,65-100,man,9.819,24.458
2023-09-02,8,frequent,house,Toledo,10-15,65-100,man,13.636,128.529
2023-09-03,22,work/study,house,Málaga,<10,,,5.918,82.958
2023-09-07,0,frequent,house,Asturias,10-15,45-65,woman,4.77,3.033
2023-09-04,12,house,not_frequent,Barcelona,10-15,0-25,,6.541,8.114
2023-09-07,13,not_frequent,house,Málaga,10-15,25-45,man,3.144,31.283
2023-09-03,1,not_frequent,house,Asturias,10-15,,,2.637,43.969
2023-09-05,17,frequent,house,Burgos,10-15,,,23.109,111.037
2023-09-04,8,not_frequent,house,Valencia/València,10-15,0-25,woman,7.877,43.519
2023-09-04,16,not_frequent,house,Almería,10-15,45-65,man,3.448,21.822
2023-09-02,14,not_frequent,house,Las Palmas,10-15,,,5.842,20.762
2023-09-06,7,house,not_frequent,Valencia/València,10-15,45-65,woman,9.022,10.23
2023-09-04,14,work/study,frequent,Sevilla,<10,0-25,man,4.143,115.868
2023-09-04,11,not_frequent,not_frequent,Valladolid,>15,25-45,man,3.34,12.154
2023-09-01,22,not_frequent,not_frequent,Palencia,10-15,65-100,,4.727,12.666
2023-09-01,18,house,frequent,Bizkaia,10-15,,,5.42,37.009
2023-09-03,11,not_frequent,house,Murcia,>15,65-100,woman,5.71,193.333
2023-09-05,22,work/study,house,Alicante/Alacant,<10,,,24.268,129.201
2023-09-06,10,work/study,house,Granada,<10,45-65,,3.853,18.595
2023-09-01,13,not_frequent,house,Alicante/Alacant,10-15,45-65,man,1.145,33.829
2023-09-04,18,not_frequent,house,Barcelona,>15,45-65,man,14.755,23.261
2023-09-07,7,frequent,work/study,Valencia/València,10-15,45-65,man,2.573,11.858
2023-09-03,12,not_frequent,not_frequent,Murcia,<10,0-25,,5.232,7.432
2023-09-03,19,frequent,house,Huelva,<10,0-25,man,9.552,13.293
2023-09-06,10,frequent,work/study,Sevilla,10-15,45-65,man,2.596,13.329
2023-09-07,9,not_frequent,not_frequent,Madrid,10-15,45-65,man,2.564,40.605
2023-09-02,4,house,frequent,Lugo,10-15,,,5.78,112.351
2023-09-07,14,house,not_frequent,Alicante/Alacant,<10,45-65,woman,7.298,96.988
2023-09-02,22,frequent,work/study,Alicante/Alacant,10-15,25-45,woman,4.83,5.65
2023-09-01,13,house,work/study,Granada,10-15,25-45,woman,4.321,9.324
2023-09-02,10,work/study,frequent,Alicante/Alacant,10-15,45-65,,2.648,7.453
2023-09-05,22,frequent,frequent,A Coruña,10-15,,,4.433,64.019
2023-09-05,23,house,work/study,Barcelona,<10,25-45,man,3.35,4.646
2023-09-07,9,frequent,work/study,Murcia,10-15,45-65,man,2.758,3.354
2023-09-06,16,not_frequent,not_frequent,Madrid,10-15,25-45,woman,7.863,68.067
2023-09-04,1,not_frequent,not_frequent,Valencia/València,10-15,,,2.004,292.568
2023-09-01,16,frequent,not_frequent,Barcelona,>15,,,5.223,15.36
2023-09-04,19,not_frequent,house,Illes Balears,10-15,25-45,woman,3.878,14.46
2023-09-05,11,house,frequent,Alicante/Alacant,<10,45-65,man,9.627,14.781
2023-09-02,1,house,not_frequent,Málaga,<10,45-65,woman,3.727,12.727
2023-09-07,19,frequent,not_frequent,Alicante/Alacant,10-15,,,5.303,19.662
2023-09-07,18,not_frequent,house,Cádiz,10-15,25-45,man,4.073,63.222
2023-09-06,10,not_frequent,frequent,Sevilla,<10,45-65,,2.178,5.514
2023-09-07,20,frequent,not_frequent,Las Palmas,10-15,25-45,woman,3.41,41.971
2023-09-02,13,frequent,not_frequent,A Coruña,10-15,,,2.959,29.224
2023-09-06,17,frequent,frequent,Málaga,>15,0-25,woman,6.886,20.655
2023-09-05,22,frequent,house,Cádiz,10-15,,,4.724,3.491
